age,annual_income,loan_amount,credit_history_years,existing_loans,credit_score,debt_to_income_ratio,employment_type,late_payments_last_year,defaulted
52,453115.0,163348.0,17,3,654.0,0.308,Salaried,0,0
25,704453.0,226189.0,7,0,740.0,0.039,Salaried,0,0
29,803676.0,231093.0,18,1,646.0,0.084,Self-Employed,0,0
47,405017.0,81438.0,9,0,744.0,0.024,Salaried,0,0
22,545855.0,155186.0,6,2,667.0,0.181,Self-Employed,2,0
63,922202.0,603364.0,7,3,694.0,0.209,Business Owner,0,1
23,388537.0,261941.0,1,1,661.0,0.184,Self-Employed,0,1
50,421202.0,436797.0,4,1,778.0,0.219,Salaried,0,0
40,644855.0,111651.0,8,4,696.0,0.269,Business Owner,0,0
55,340943.0,283597.0,6,1,624.0,0.217,Salaried,0,0
36,150000.0,380837.0,17,3,697.0,1.105,Business Owner,0,1
63,241245.0,275189.0,7,2,781.0,0.468,Self-Employed,2,0
51,690494.0,224435.0,6,1,708.0,0.097,Business Owner,0,0
23,752187.0,272783.0,10,4,603.0,0.256,Self-Employed,1,0
24,738441.0,305022.0,12,1,626.0,0.104,Salaried,0,0
33,694068.0,424822.0,2,4,604.0,0.304,Salaried,0,1
32,336895.0,480394.0,10,1,794.0,0.29,Self-Employed,0,1
59,757181.0,104124.0,5,4,700.0,0.228,Salaried,2,1
51,861620.0,20000.0,22,3,755.0,0.142,Salaried,0,0
56,454701.0,271894.0,24,1,751.0,0.16,Self-Employed,1,1
45,815572.0,301131.0,15,3,659.0,0.191,Salaried,1,0
27,527522.0,407297.0,3,4,773.0,0.396,Salaried,1,0
43,650180.0,459559.0,8,1,676.0,0.146,Self-Employed,0,0
50,689273.0,201394.0,3,3,711.0,0.209,Business Owner,2,0
60,281572.0,607719.0,9,2,524.0,0.543,Salaried,1,1
37,930970.0,338815.0,13,4,676.0,0.216,Self-Employed,0,0
25,420311.0,36986.0,3,3,651.0,0.296,Salaried,0,1
33,586399.0,443569.0,22,1,622.0,0.159,Salaried,2,0
29,500044.0,341849.0,19,1,699.0,0.162,Self-Employed,1,1
34,709505.0,343242.0,7,4,582.0,0.284,Salaried,0,0
45,703785.0,63153.0,4,1,661.0,0.068,Salaried,1,0
48,613436.0,255180.0,11,0,479.0,0.05,Salaried,1,1
45,919865.0,324178.0,2,2,663.0,0.129,Self-Employed,0,0
21,671025.0,277475.0,21,4,626.0,0.288,Salaried,1,1
64,521044.0,402882.0,8,2,819.0,0.246,Self-Employed,0,0
33,150000.0,487801.0,20,4,696.0,1.457,Salaried,0,1
64,546935.0,527744.0,16,0,728.0,0.116,Business Owner,0,0
22,545104.0,487052.0,15,3,447.0,0.327,Salaried,0,1
46,417349.0,278456.0,13,1,645.0,0.176,Salaried,3,1
51,419676.0,556791.0,15,1,587.0,0.255,Salaried,2,1
54,739520.0,339466.0,0,1,784.0,0.109,Salaried,1,0
57,838904.0,427965.0,3,4,757.0,0.252,Business Owner,0,0
51,1025867.0,264274.0,14,0,689.0,0.031,Business Owner,0,0
30,860368.0,92591.0,8,3,693.0,0.152,Salaried,1,0
26,453367.0,20000.0,18,1,688.0,0.094,Salaried,1,1
49,665415.0,328264.0,2,1,675.0,0.119,Salaried,0,0
47,309096.0,199553.0,18,1,731.0,0.207,Salaried,0,1
42,769801.0,299533.0,8,3,726.0,0.203,Self-Employed,0,0
34,687744.0,433804.0,5,3,667.0,0.25,Salaried,0,1
26,474714.0,72565.0,5,1,621.0,0.103,Salaried,1,0
36,585870.0,37743.0,1,0,808.0,0.008,Self-Employed,2,0
35,553985.0,339288.0,3,1,645.0,0.146,Salaried,0,0
27,469051.0,354986.0,9,4,621.0,0.432,Salaried,1,0
22,899683.0,259861.0,19,2,865.0,0.124,Salaried,0,0
21,1292264.0,222260.0,5,4,688.0,0.144,Self-Employed,2,0
48,790391.0,63097.0,20,3,668.0,0.161,Self-Employed,1,0
58,841972.0,287681.0,23,4,572.0,0.231,Self-Employed,1,0
49,644493.0,189746.0,15,1,598.0,0.097,Business Owner,0,0
52,532355.0,364872.0,17,0,790.0,0.082,Salaried,0,0
34,1092303.0,441744.0,4,4,655.0,0.195,Salaried,0,0
54,528860.0,217518.0,7,0,773.0,0.049,Salaried,0,0
54,696502.0,362495.0,12,0,596.0,0.062,Business Owner,3,0
33,583172.0,328084.0,20,4,748.0,0.342,Business Owner,2,1
21,739374.0,404844.0,24,4,695.0,0.282,Salaried,0,0
39,598587.0,529101.0,15,0,651.0,0.106,Business Owner,1,0
60,739931.0,398942.0,22,0,543.0,0.065,Salaried,1,0
28,330766.0,406389.0,1,0,792.0,0.147,Business Owner,2,0
32,587191.0,418950.0,0,4,696.0,0.358,Self-Employed,2,1
47,910890.0,236941.0,5,0,684.0,0.031,Salaried,0,0
32,382040.0,299474.0,8,1,757.0,0.199,Self-Employed,0,0
57,462565.0,351964.0,6,3,606.0,0.351,Self-Employed,0,1
39,910927.0,485217.0,3,4,800.0,0.24,Salaried,4,0
55,698349.0,493438.0,22,3,752.0,0.257,Self-Employed,1,0
29,844487.0,639292.0,21,4,732.0,0.28,Salaried,1,0
62,150000.0,137667.0,15,0,736.0,0.11,Salaried,1,1
36,641265.0,294330.0,10,2,635.0,0.18,Self-Employed,0,0
32,328538.0,42974.0,4,1,675.0,0.137,Salaried,0,0
39,302951.0,220342.0,21,1,724.0,0.219,Business Owner,1,0
51,699620.0,55296.0,21,1,648.0,0.067,Business Owner,0,0
34,869655.0,474513.0,9,2,797.0,0.157,Business Owner,0,0
26,279623.0,413082.0,9,4,754.0,0.749,Business Owner,1,0
56,365109.0,140253.0,5,4,800.0,0.484,Salaried,0,0
44,480211.0,350520.0,24,3,569.0,0.337,Salaried,0,1
61,580838.0,410537.0,6,0,812.0,0.085,Salaried,0,0
25,315593.0,559790.0,13,2,650.0,0.466,Salaried,1,1
54,1106405.0,424181.0,3,3,628.0,0.154,Salaried,0,0
44,737960.0,319323.0,0,1,666.0,0.106,Salaried,1,0
54,528962.0,286791.0,24,0,802.0,0.065,Salaried,3,0
44,493846.0,393810.0,10,1,726.0,0.177,Business Owner,0,0
24,1120459.0,345845.0,11,0,721.0,0.037,Self-Employed,1,0
36,1101962.0,229159.0,16,1,772.0,0.061,Salaried,0,0
41,499983.0,118546.0,8,0,775.0,0.028,Salaried,3,1
36,684298.0,457805.0,10,3,781.0,0.256,Salaried,1,0
35,885376.0,192991.0,3,2,764.0,0.117,Self-Employed,1,1
52,346072.0,260177.0,16,0,713.0,0.09,Salaried,1,1
25,477651.0,419691.0,1,0,730.0,0.105,Self-Employed,2,0
42,905123.0,292150.0,2,2,580.0,0.127,Salaried,0,1
63,453773.0,469514.0,17,4,676.0,0.477,Self-Employed,1,1
38,511393.0,133160.0,0,3,513.0,0.266,Salaried,0,0
22,309113.0,414117.0,14,3,681.0,0.549,Salaried,3,1
25,438409.0,102305.0,2,2,696.0,0.21,Self-Employed,0,1
62,757534.0,76511.0,0,0,628.0,0.012,Salaried,1,1
33,424075.0,144956.0,15,2,646.0,0.23,Business Owner,0,0
33,317139.0,318012.0,10,1,772.0,0.246,Salaried,1,0
58,466453.0,199723.0,5,3,659.0,0.309,Salaried,0,0
31,996515.0,94656.0,20,3,689.0,0.132,Salaried,1,0
63,643891.0,479562.0,20,0,839.0,0.089,Business Owner,0,0
26,480584.0,156933.0,7,4,713.0,0.372,Salaried,0,0
37,638211.0,283577.0,19,0,760.0,0.053,Salaried,1,0
42,702064.0,338374.0,24,1,723.0,0.115,Salaried,0,0
59,630814.0,229593.0,3,0,732.0,0.044,Self-Employed,2,0
46,204211.0,354489.0,7,1,777.0,0.404,Salaried,0,0
59,669640.0,392733.0,1,1,669.0,0.13,Business Owner,1,1
62,556109.0,285284.0,5,4,746.0,0.349,Business Owner,2,1
30,789688.0,455608.0,16,2,647.0,0.171,Business Owner,0,0
53,303688.0,212077.0,15,4,653.0,0.611,Salaried,0,1
33,834728.0,142424.0,17,1,734.0,0.068,Salaried,1,1
62,492860.0,330800.0,5,2,636.0,0.243,Self-Employed,0,0
51,224443.0,156006.0,22,1,477.0,0.262,Self-Employed,3,1
43,896597.0,356658.0,17,0,666.0,0.048,Salaried,0,0
34,487769.0,285198.0,8,3,786.0,0.316,Self-Employed,2,0
49,684456.0,230515.0,20,3,604.0,0.216,Business Owner,0,0
63,565750.0,386750.0,0,3,730.0,0.294,Business Owner,0,1
26,843410.0,380265.0,3,0,654.0,0.054,Business Owner,0,0
37,845923.0,20000.0,18,3,563.0,0.145,Self-Employed,0,0
57,848048.0,252658.0,19,1,657.0,0.083,Salaried,1,0
53,759176.0,321077.0,14,3,501.0,0.209,Self-Employed,1,1
46,243029.0,373265.0,17,1,776.0,0.349,Salaried,1,0
52,228033.0,218846.0,23,0,651.0,0.115,Business Owner,1,0
37,644824.0,128902.0,10,0,711.0,0.024,Self-Employed,1,0
30,389057.0,318774.0,7,1,681.0,0.201,Salaried,0,1
35,703479.0,401883.0,11,4,563.0,0.296,Salaried,0,0
59,636890.0,20000.0,0,2,649.0,0.129,Salaried,0,0
29,286580.0,75912.0,1,2,774.0,0.311,Business Owner,0,1
35,370123.0,212464.0,1,3,744.0,0.393,Self-Employed,1,1
24,348412.0,20000.0,5,0,650.0,0.007,Business Owner,1,1
25,402988.0,210932.0,22,2,622.0,0.261,Salaried,1,1
46,553807.0,422831.0,7,2,674.0,0.236,Salaried,1,0
23,750738.0,141226.0,8,2,577.0,0.129,Salaried,1,0
55,896647.0,320686.0,9,2,699.0,0.132,Salaried,0,0
40,384293.0,167449.0,1,3,550.0,0.365,Salaried,1,1
48,474578.0,363129.0,8,3,620.0,0.345,Self-Employed,1,1
48,944429.0,397044.0,0,2,746.0,0.135,Salaried,2,0
64,798026.0,494698.0,18,3,679.0,0.225,Business Owner,0,0
32,651441.0,311142.0,15,1,627.0,0.119,Salaried,1,0
32,150000.0,457079.0,0,0,690.0,0.366,Salaried,0,1
58,375888.0,359770.0,9,4,658.0,0.541,Salaried,0,1
46,634642.0,229121.0,15,2,699.0,0.169,Self-Employed,0,1
32,468426.0,520264.0,18,4,765.0,0.475,Salaried,1,0
22,1041254.0,210423.0,24,3,671.0,0.139,Salaried,1,0
58,619476.0,325199.0,15,2,545.0,0.192,Business Owner,0,1
29,662265.0,665692.0,24,4,713.0,0.362,Self-Employed,4,1
22,355231.0,429740.0,5,3,616.0,0.483,Self-Employed,0,1
63,367481.0,176879.0,16,1,770.0,0.167,Self-Employed,2,1
32,451260.0,343943.0,15,0,757.0,0.091,Salaried,0,0
22,460221.0,217168.0,3,3,678.0,0.317,Salaried,0,0
28,547302.0,278220.0,9,3,716.0,0.28,Business Owner,2,0
37,682292.0,74767.0,4,4,564.0,0.248,Business Owner,0,1
40,651972.0,332447.0,16,2,542.0,0.184,Self-Employed,0,1
42,821783.0,67709.0,8,4,652.0,0.205,Salaried,2,0
36,298727.0,355073.0,6,4,706.0,0.678,Salaried,0,1
49,645993.0,355638.0,2,2,787.0,0.19,Salaried,0,0
38,652468.0,426261.0,7,3,626.0,0.262,Business Owner,0,0
38,952058.0,632973.0,16,2,606.0,0.164,Salaried,0,0
58,550673.0,52123.0,4,0,612.0,0.011,Self-Employed,0,0
43,671636.0,121069.0,19,4,621.0,0.26,Business Owner,1,0
46,417790.0,150462.0,3,2,693.0,0.235,Business Owner,0,0
33,693213.0,214832.0,16,4,567.0,0.268,Business Owner,0,1
47,687516.0,431359.0,10,4,739.0,0.308,Salaried,0,0
50,459532.0,249352.0,20,1,576.0,0.152,Salaried,0,0
38,501580.0,212079.0,15,0,858.0,0.051,Self-Employed,0,0
41,592045.0,130754.0,15,0,669.0,0.027,Salaried,1,0
56,728100.0,205382.0,14,3,687.0,0.199,Salaried,0,1
34,343641.0,233975.0,17,4,549.0,0.547,Salaried,2,1
43,795831.0,283973.0,4,1,702.0,0.093,Business Owner,1,0
24,525321.0,85245.0,20,3,529.0,0.248,Business Owner,1,1
53,1021425.0,288090.0,9,2,746.0,0.112,Self-Employed,0,0
28,923962.0,384303.0,15,3,629.0,0.18,Self-Employed,0,0
61,509290.0,351577.0,10,4,699.0,0.397,Salaried,0,1
36,459899.0,112900.0,5,3,720.0,0.29,Salaried,0,0
47,1145774.0,422325.0,5,4,753.0,0.184,Salaried,1,1
52,739340.0,419851.0,15,0,786.0,0.068,Salaried,1,0
40,725531.0,344277.0,15,1,769.0,0.112,Self-Employed,0,0
29,505175.0,115842.0,24,4,738.0,0.344,Salaried,3,0
32,570463.0,79164.0,8,3,631.0,0.227,Business Owner,0,0
50,778456.0,305528.0,11,0,590.0,0.047,Business Owner,0,0
61,736320.0,145683.0,2,1,738.0,0.078,Salaried,0,1
59,415329.0,99370.0,2,3,706.0,0.318,Self-Employed,0,0
54,875873.0,433160.0,17,2,639.0,0.151,Self-Employed,0,0
57,667978.0,436156.0,15,2,675.0,0.198,Salaried,0,0
56,387966.0,395795.0,4,0,754.0,0.122,Salaried,0,0
36,820734.0,495763.0,21,3,751.0,0.219,Self-Employed,2,0
30,560479.0,434730.0,8,3,632.0,0.307,Salaried,1,0
59,773618.0,126284.0,20,4,576.0,0.226,Salaried,1,0
40,476387.0,471347.0,19,0,529.0,0.119,Salaried,1,0
49,680040.0,317630.0,2,2,643.0,0.174,Salaried,1,0
59,238628.0,365922.0,3,0,655.0,0.184,Business Owner,1,0
57,682495.0,534503.0,18,3,575.0,0.27,Salaried,0,0
31,261714.0,365963.0,13,0,764.0,0.168,Salaried,0,0
62,635873.0,535548.0,7,1,829.0,0.164,Salaried,1,0
56,150000.0,308239.0,14,4,619.0,1.313,Self-Employed,0,1
21,585322.0,242639.0,18,4,738.0,0.323,Salaried,1,1
44,760181.0,193914.0,6,3,671.0,0.188,Self-Employed,1,0
21,707334.0,279462.0,22,1,725.0,0.104,Salaried,0,0
30,865385.0,47775.0,2,3,694.0,0.145,Salaried,2,0
49,361116.0,290413.0,11,3,674.0,0.429,Salaried,0,0
37,947944.0,281659.0,10,4,755.0,0.204,Business Owner,1,0
47,956279.0,219711.0,3,3,736.0,0.153,Self-Employed,0,0
24,332821.0,20000.0,5,3,648.0,0.368,Salaried,0,0
26,422826.0,20000.0,16,4,719.0,0.384,Business Owner,0,0
50,472578.0,405500.0,9,0,633.0,0.103,Salaried,0,0
30,594345.0,156173.0,24,2,677.0,0.166,Salaried,2,1
52,640710.0,505314.0,3,0,728.0,0.095,Business Owner,0,0
30,150000.0,192686.0,21,2,717.0,0.687,Business Owner,0,0
22,731188.0,353709.0,9,0,558.0,0.058,Salaried,1,0
22,542717.0,83124.0,4,3,727.0,0.239,Business Owner,1,1
34,373185.0,204146.0,23,0,586.0,0.066,Business Owner,1,0
22,810216.0,266797.0,17,4,698.0,0.237,Salaried,0,0
54,522714.0,386855.0,0,0,736.0,0.089,Salaried,2,0
23,851546.0,552113.0,16,4,563.0,0.266,Salaried,1,0
29,717551.0,444352.0,14,1,596.0,0.13,Business Owner,0,0
48,528112.0,82243.0,18,2,745.0,0.17,Business Owner,1,0
44,859431.0,300856.0,10,1,705.0,0.089,Salaried,0,0
47,778047.0,274725.0,24,3,517.0,0.197,Business Owner,1,1
56,486921.0,204439.0,21,2,756.0,0.215,Salaried,0,0
49,241230.0,388134.0,4,0,632.0,0.193,Salaried,0,0
46,477690.0,536660.0,19,2,588.0,0.302,Self-Employed,1,1
33,735922.0,231502.0,18,1,701.0,0.092,Salaried,0,0
26,546147.0,467578.0,11,3,631.0,0.322,Salaried,1,0
63,990388.0,509390.0,9,2,684.0,0.142,Salaried,0,0
61,656834.0,140632.0,6,2,701.0,0.147,Salaried,0,1
50,642137.0,566105.0,4,4,872.0,0.355,Salaried,0,0
53,688448.0,553117.0,23,4,754.0,0.329,Business Owner,1,0
42,402994.0,344430.0,18,0,701.0,0.103,Salaried,1,0
45,571747.0,556482.0,20,3,688.0,0.327,Salaried,0,0
51,452171.0,337744.0,12,3,708.0,0.355,Business Owner,1,0
35,150000.0,472951.0,22,0,719.0,0.378,Salaried,1,0
41,204319.0,397789.0,9,2,631.0,0.625,Salaried,2,1
46,762476.0,170688.0,2,2,721.0,0.132,Salaried,1,0
58,500349.0,339416.0,10,0,626.0,0.081,Self-Employed,0,0
38,571718.0,274927.0,9,1,636.0,0.128,Business Owner,0,0
23,270970.0,225963.0,1,2,674.0,0.395,Salaried,0,1
26,468275.0,127058.0,11,3,761.0,0.289,Business Owner,0,0
24,772526.0,182969.0,10,3,746.0,0.184,Salaried,0,0
26,620251.0,115025.0,7,0,447.0,0.022,Self-Employed,1,1
57,483676.0,470763.0,18,0,776.0,0.117,Self-Employed,0,0
22,938165.0,20000.0,5,4,685.0,0.173,Salaried,0,0
52,585391.0,311646.0,8,0,687.0,0.064,Business Owner,0,1
28,521123.0,208285.0,8,3,795.0,0.278,Salaried,0,0
31,852665.0,112535.0,12,4,624.0,0.203,Salaried,0,0
31,213964.0,408946.0,4,4,598.0,0.977,Salaried,0,1
43,721026.0,180336.0,0,0,524.0,0.03,Business Owner,1,1
48,351527.0,481282.0,23,1,587.0,0.278,Self-Employed,0,1
47,423932.0,273258.0,19,1,745.0,0.172,Salaried,0,0
46,447050.0,350079.0,22,4,616.0,0.452,Salaried,3,1
26,627384.0,280537.0,2,4,598.0,0.309,Salaried,0,1
46,622558.0,397626.0,15,0,710.0,0.077,Salaried,0,0
24,666047.0,441015.0,17,2,600.0,0.2,Business Owner,1,0
57,645005.0,232604.0,14,3,620.0,0.229,Salaried,0,0
23,909643.0,298721.0,3,2,616.0,0.127,Business Owner,0,0
25,973620.0,563984.0,24,0,711.0,0.07,Salaried,0,1
29,756022.0,213902.0,23,1,624.0,0.087,Salaried,0,0
38,766642.0,571662.0,12,4,639.0,0.298,Salaried,0,0
58,515591.0,241011.0,21,0,664.0,0.056,Salaried,1,1
24,355023.0,216369.0,19,1,534.0,0.186,Salaried,1,0
29,729983.0,46823.0,2,1,658.0,0.062,Business Owner,0,0
39,606817.0,172778.0,0,3,536.0,0.232,Self-Employed,1,1
30,789073.0,38601.0,12,3,584.0,0.158,Salaried,0,0
24,194354.0,214249.0,10,1,640.0,0.338,Salaried,0,1
45,1192782.0,403817.0,24,2,687.0,0.108,Salaried,0,0
23,317172.0,290855.0,4,3,657.0,0.488,Salaried,1,1
52,606869.0,209535.0,17,2,760.0,0.173,Salaried,1,0
25,818842.0,145918.0,2,2,686.0,0.119,Salaried,1,1
40,292373.0,196853.0,13,0,722.0,0.081,Salaried,1,0
38,476515.0,81739.0,21,1,639.0,0.105,Salaried,0,0
54,151400.0,109457.0,5,0,626.0,0.087,Salaried,1,1
54,282103.0,592105.0,18,0,809.0,0.252,Salaried,2,0
41,169646.0,336059.0,0,4,548.0,1.181,Self-Employed,2,1
33,622346.0,162506.0,8,4,769.0,0.288,Self-Employed,0,0
58,664504.0,400708.0,1,2,618.0,0.193,Self-Employed,0,0
53,529013.0,525059.0,3,2,729.0,0.27,Salaried,1,1
32,879483.0,204289.0,4,1,575.0,0.073,Salaried,0,0
31,907257.0,283749.0,19,1,716.0,0.082,Self-Employed,1,0
59,597931.0,111515.0,2,3,701.0,0.223,Salaried,0,0
33,550580.0,60599.0,8,3,511.0,0.231,Self-Employed,0,1
27,538751.0,506901.0,21,0,626.0,0.113,Salaried,1,1
41,499187.0,813908.0,19,3,727.0,0.436,Salaried,3,0
45,889192.0,188941.0,10,0,757.0,0.025,Salaried,1,0
24,652359.0,56081.0,15,4,700.0,0.256,Salaried,0,0
62,526150.0,512887.0,24,0,632.0,0.117,Business Owner,2,1
40,549374.0,458641.0,18,3,673.0,0.319,Salaried,2,0
48,720785.0,371375.0,10,2,575.0,0.173,Business Owner,0,1
46,511516.0,520890.0,14,4,598.0,0.435,Salaried,0,1
61,669544.0,249180.0,6,0,694.0,0.045,Salaried,0,0
57,591954.0,341445.0,24,3,676.0,0.272,Business Owner,1,0
38,900235.0,418529.0,20,2,732.0,0.145,Business Owner,0,0
23,856957.0,252877.0,6,3,691.0,0.175,Self-Employed,0,0
48,286055.0,371482.0,17,2,723.0,0.436,Self-Employed,1,1
56,564559.0,264198.0,21,3,669.0,0.269,Salaried,0,0
58,757824.0,368125.0,22,1,725.0,0.111,Self-Employed,0,0
46,500678.0,324068.0,15,4,870.0,0.397,Salaried,0,0
44,779809.0,20000.0,17,4,600.0,0.208,Self-Employed,0,0
46,674616.0,313333.0,17,0,688.0,0.056,Self-Employed,1,1
27,731678.0,85184.0,11,2,641.0,0.123,Salaried,0,0
23,586408.0,171900.0,24,1,717.0,0.103,Self-Employed,1,0
41,667768.0,50001.0,0,0,714.0,0.009,Self-Employed,1,1
59,716445.0,421928.0,0,2,614.0,0.182,Salaried,0,0
34,274638.0,250387.0,3,1,691.0,0.255,Salaried,1,0
33,397542.0,241623.0,6,3,695.0,0.375,Self-Employed,0,1
64,374914.0,486608.0,20,3,670.0,0.476,Self-Employed,1,0
45,973237.0,406224.0,18,1,704.0,0.091,Business Owner,0,0
25,667572.0,267338.0,16,3,788.0,0.228,Self-Employed,0,0
44,683061.0,20000.0,19,2,727.0,0.121,Salaried,0,0
22,638969.0,398454.0,3,2,659.0,0.2,Self-Employed,1,0
61,485811.0,259762.0,6,1,698.0,0.147,Salaried,1,0
55,435605.0,244805.0,19,1,837.0,0.159,Salaried,1,0
47,788620.0,409683.0,11,0,631.0,0.062,Self-Employed,0,0
64,518010.0,204849.0,24,2,768.0,0.202,Business Owner,0,0
64,950508.0,287064.0,21,1,628.0,0.078,Salaried,0,0
37,644162.0,432656.0,21,4,554.0,0.329,Salaried,0,0
31,621167.0,385218.0,24,4,626.0,0.332,Salaried,0,1
33,552375.0,207343.0,6,3,707.0,0.262,Salaried,2,1
50,584564.0,517506.0,24,1,661.0,0.175,Salaried,0,0
31,608553.0,471842.0,3,4,625.0,0.356,Business Owner,1,0
46,937824.0,583066.0,5,1,618.0,0.117,Self-Employed,0,0
42,1117859.0,291489.0,14,2,604.0,0.103,Salaried,1,0
43,345845.0,331915.0,9,1,596.0,0.231,Self-Employed,1,1
55,657680.0,457686.0,10,3,632.0,0.266,Self-Employed,2,0
48,757911.0,365821.0,10,0,484.0,0.058,Self-Employed,1,1
44,401549.0,320708.0,14,2,713.0,0.295,Salaried,0,0
45,461334.0,284680.0,12,1,702.0,0.161,Salaried,1,1
38,500230.0,254599.0,16,2,687.0,0.221,Business Owner,1,0
35,150000.0,202277.0,21,4,751.0,1.228,Salaried,0,1
57,745279.0,203351.0,18,4,633.0,0.247,Business Owner,2,1
49,591293.0,361034.0,12,1,679.0,0.141,Salaried,1,0
37,581015.0,254365.0,24,3,475.0,0.259,Salaried,1,1
24,619751.0,88448.0,7,2,694.0,0.146,Salaried,1,0
56,656796.0,308105.0,21,4,648.0,0.3,Salaried,0,0
42,1113116.0,548735.0,15,2,726.0,0.131,Self-Employed,0,0
55,641858.0,504107.0,3,3,745.0,0.281,Business Owner,1,0
40,786213.0,20000.0,19,4,665.0,0.207,Salaried,0,0
49,487057.0,173376.0,19,3,579.0,0.289,Salaried,0,1
30,679917.0,416801.0,15,3,705.0,0.25,Self-Employed,1,0
28,532621.0,312265.0,3,3,745.0,0.296,Salaried,3,1
45,569121.0,310958.0,23,3,750.0,0.276,Salaried,0,0
53,402654.0,280929.0,21,2,637.0,0.282,Business Owner,0,0
50,421960.0,309212.0,24,1,606.0,0.183,Business Owner,0,1
51,703025.0,148034.0,22,4,657.0,0.253,Business Owner,0,1
26,767119.0,477729.0,18,2,597.0,0.179,Self-Employed,1,0
54,704189.0,144337.0,24,2,509.0,0.138,Salaried,1,0
34,454258.0,279206.0,22,0,707.0,0.074,Business Owner,0,0
45,672475.0,530446.0,24,3,712.0,0.273,Salaried,2,0
23,150000.0,463211.0,2,0,729.0,0.371,Self-Employed,0,0
26,811038.0,299652.0,18,4,610.0,0.242,Self-Employed,0,0
47,594503.0,299625.0,14,2,675.0,0.195,Salaried,2,0
63,662839.0,211356.0,24,2,582.0,0.159,Salaried,1,1
24,860265.0,225974.0,0,4,561.0,0.218,Salaried,0,0
29,510191.0,265424.0,20,2,714.0,0.219,Self-Employed,0,0
31,815141.0,501136.0,6,2,534.0,0.172,Business Owner,0,1
52,506568.0,236244.0,13,4,650.0,0.372,Salaried,2,0
40,723940.0,385732.0,16,0,862.0,0.064,Salaried,0,0
56,514044.0,365540.0,8,4,773.0,0.397,Salaried,1,0
40,671166.0,362009.0,17,3,730.0,0.244,Salaried,0,0
61,924516.0,259589.0,21,3,725.0,0.163,Self-Employed,1,0
22,460724.0,411456.0,20,1,662.0,0.194,Business Owner,0,0
46,469722.0,325802.0,22,0,631.0,0.083,Self-Employed,1,1
62,532475.0,316591.0,20,1,836.0,0.146,Self-Employed,0,0
53,671219.0,231399.0,22,0,662.0,0.041,Business Owner,2,1
31,1211729.0,20000.0,6,4,631.0,0.134,Self-Employed,0,0
28,477513.0,411345.0,3,2,730.0,0.271,Salaried,0,0
47,154847.0,415447.0,11,2,673.0,0.839,Business Owner,0,1
25,461208.0,227444.0,24,0,780.0,0.059,Salaried,0,0
30,256205.0,276241.0,19,4,628.0,0.754,Self-Employed,0,1
44,482311.0,345680.0,14,3,613.0,0.335,Salaried,1,0
47,609706.0,157725.0,5,4,647.0,0.293,Self-Employed,0,0
60,394465.0,408796.0,24,1,804.0,0.226,Salaried,0,0
36,455807.0,409574.0,22,0,752.0,0.108,Salaried,0,0
31,193952.0,430553.0,19,0,700.0,0.266,Salaried,1,0
35,646224.0,441023.0,0,3,686.0,0.268,Self-Employed,1,0
46,441223.0,20102.0,7,3,706.0,0.277,Salaried,1,1
41,846118.0,381590.0,9,2,603.0,0.149,Business Owner,1,1
22,838438.0,238137.0,11,0,719.0,0.034,Salaried,1,0
46,414947.0,469649.0,1,0,641.0,0.136,Business Owner,0,1
54,525186.0,461749.0,4,2,698.0,0.258,Self-Employed,1,0
47,618892.0,425665.0,7,3,681.0,0.276,Salaried,1,0
44,774297.0,291616.0,19,1,704.0,0.097,Business Owner,2,0
51,238260.0,721463.0,21,2,644.0,0.699,Business Owner,0,1
43,591533.0,296291.0,22,1,755.0,0.128,Salaried,1,0
32,1018535.0,148724.0,24,3,708.0,0.135,Salaried,0,0
27,588058.0,449140.0,18,2,620.0,0.228,Business Owner,1,0
25,656699.0,88768.0,10,0,715.0,0.016,Salaried,0,0
38,608224.0,591218.0,3,1,653.0,0.182,Salaried,0,1
32,345174.0,456278.0,5,0,710.0,0.159,Self-Employed,0,0
50,817932.0,502842.0,21,0,747.0,0.074,Business Owner,1,0
35,667729.0,461172.0,8,3,642.0,0.263,Salaried,1,0
45,644634.0,365693.0,22,2,678.0,0.192,Salaried,1,0
47,769009.0,109355.0,20,2,686.0,0.121,Business Owner,0,0
53,782489.0,216664.0,4,1,683.0,0.084,Salaried,0,0
39,191006.0,390070.0,4,0,840.0,0.245,Salaried,2,0
36,715411.0,276159.0,0,1,708.0,0.102,Salaried,0,0
34,480594.0,361524.0,19,3,591.0,0.34,Business Owner,1,0
50,644590.0,204713.0,11,3,689.0,0.224,Self-Employed,0,0
25,451987.0,189311.0,7,3,638.0,0.316,Business Owner,0,0
49,418600.0,350789.0,3,0,872.0,0.101,Self-Employed,0,0
47,819853.0,416651.0,6,2,631.0,0.159,Salaried,1,0
30,608231.0,307104.0,19,4,594.0,0.324,Self-Employed,0,0
25,547914.0,161162.0,22,3,738.0,0.254,Salaried,0,1
35,546924.0,58932.0,5,1,640.0,0.086,Salaried,1,1
43,628464.0,607118.0,5,0,651.0,0.116,Business Owner,0,0
32,607266.0,136438.0,11,4,663.0,0.29,Business Owner,1,1
51,150000.0,176205.0,23,4,628.0,1.208,Self-Employed,1,1
48,419106.0,197458.0,5,0,649.0,0.057,Self-Employed,0,0
48,559538.0,438597.0,11,0,509.0,0.094,Salaried,0,0
